Clinic_Name,Province,District,City,Area,Phone,Phone_Status,Clinic_Type,Services,Latitude,Longitude,Geocode_Status
Secunda Clinic,Mpumalanga,Gert Sibande,Secunda,CBD,017 631 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Evander Clinic,Mpumalanga,Gert Sibande,Evander,Evander,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Standerton Clinic,Mpumalanga,Gert Sibande,Standerton,CBD,017 712 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sakhile Clinic,Mpumalanga,Gert Sibande,Standerton,Sakhile,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ermelo Clinic,Mpumalanga,Gert Sibande,Ermelo,CBD,017 819 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Wesselton Clinic,Mpumalanga,Gert Sibande,Ermelo,Wesselton,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Piet Retief Clinic,Mpumalanga,Gert Sibande,Piet Retief,CBD,017 826 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Driefontein Clinic,Mpumalanga,Gert Sibande,Driefontein,Driefontein,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Volksrust Clinic,Mpumalanga,Gert Sibande,Volksrust,CBD,017 741 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Amsterdam CHC,Mpumalanga,Gert Sibande,Amsterdam,Amsterdam,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Davel Clinic,Mpumalanga,Gert Sibande,Davel,Davel,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Breyten Clinic,Mpumalanga,Gert Sibande,Breyten,Breyten,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Carolina Clinic,Mpumalanga,Gert Sibande,Carolina,Carolina,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Witbank Clinic,Mpumalanga,Nkangala,eMalahleni,CBD,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Phola CHC,Mpumalanga,Nkangala,eMalahleni,Phola,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
KwaGuqa Clinic,Mpumalanga,Nkangala,eMalahleni,KwaGuqa,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Middelburg Clinic,Mpumalanga,Nkangala,Middelburg,CBD,013 249 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mhluzi Clinic,Mpumalanga,Nkangala,Middelburg,Mhluzi,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hendrina Clinic,Mpumalanga,Nkangala,Hendrina,Hendrina,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Delmas Clinic,Mpumalanga,Nkangala,Delmas,CBD,013 665 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Belfast Clinic,Mpumalanga,Nkangala,Belfast,Belfast,013 253 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Dullstroom Clinic,Mpumalanga,Nkangala,Dullstroom,Dullstroom,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Waterval Boven Clinic,Mpumalanga,Nkangala,Waterval Boven,Waterval Boven,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bafokeng CHC,North West,Bojanala,Rustenburg,Bafokeng,014 566 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bapong CHC,North West,Bojanala,Bapong,Bapong,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Boitekong CHC,North West,Bojanala,Rustenburg,Boitekong,014 592 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Tlhabane CHC,North West,Bojanala,Rustenburg,Tlhabane,014 592 3000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bethanie Clinic,North West,Bojanala,Bethanie,Bethanie,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Chaneng Clinic,North West,Bojanala,Chaneng,Chaneng,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Freedom Park Clinic,North West,Bojanala,Rustenburg,Freedom Park,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Marikana Clinic,North West,Bojanala,Marikana,Marikana,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Rustenburg Clinic,North West,Bojanala,Rustenburg,CBD,014 590 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Phokeng Clinic,North West,Bojanala,Phokeng,Phokeng,014 566 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mogwase Clinic,North West,Bojanala,Mogwase,Mogwase,014 555 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Thabazimbi Clinic,North West,Bojanala,Thabazimbi,Thabazimbi,014 777 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Brits Clinic,North West,Bojanala,Brits,CBD,012 381 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Odi Clinic,North West,Bojanala,Odi,Odi,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mothutlung Clinic,North West,Bojanala,Mothutlung,Mothutlung,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Jericho Clinic,North West,Bojanala,Jericho,Jericho,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Letlhabile Clinic,North West,Bojanala,Letlhabile,Letlhabile,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mooinooi Clinic,North West,Bojanala,Mooinooi,Mooinooi,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Atamelang CHC,North West,Ngaka Modiri Molema,Atamelang,Atamelang,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Borakalalo CHC,North West,Ngaka Modiri Molema,Borakalalo,Borakalalo,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Coligny CHC,North West,Ngaka Modiri Molema,Coligny,Coligny,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Delareyville CHC,North West,Ngaka Modiri Molema,Delareyville,Delareyville,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Dinokana CHC,North West,Ngaka Modiri Molema,Dinokana,Dinokana,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mahikeng Clinic,North West,Ngaka Modiri Molema,Mahikeng,CBD,018 381 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Montshioa Clinic,North West,Ngaka Modiri Molema,Mahikeng,Montshioa,018 384 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Lichtenburg Clinic,North West,Ngaka Modiri Molema,Lichtenburg,CBD,018 632 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Zeerust Clinic,North West,Ngaka Modiri Molema,Zeerust,CBD,018 642 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ottosdal Clinic,North West,Ngaka Modiri Molema,Ottosdal,Ottosdal,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Sannieshof Clinic,North West,Ngaka Modiri Molema,Sannieshof,Sannieshof,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Biesiesvlei Clinic,North West,Ngaka Modiri Molema,Biesiesvlei,Biesiesvlei,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ganyesa CHC,North West,Dr Ruth Segomotsi Mompati,Ganyesa,Ganyesa,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Huhudi CHC,North West,Dr Ruth Segomotsi Mompati,Vryburg,Huhudi,,to_verify,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Vryburg Clinic,North West,Dr Ruth Segomotsi Mompati,Vryburg,CBD,053 927 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Stella Clinic,North West,Dr Ruth Segomotsi Mompati,Stella,Stella,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Schweizer-Reneke Clinic,North West,Dr Ruth Segomotsi Mompati,Schweizer-Reneke,CBD,053 963 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Wolmaransstad Clinic,North West,Dr Ruth Segomotsi Mompati,Wolmaransstad,CBD,018 596 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Christiana Clinic,North West,Dr Ruth Segomotsi Mompati,Christiana,Christiana,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Bloemhof Clinic,North West,Dr Ruth Segomotsi Mompati,Bloemhof,Bloemhof,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Taung Clinic,North West,Dr Ruth Segomotsi Mompati,Taung,Taung,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Pudumong Clinic,North West,Dr Ruth Segomotsi Mompati,Pudumong,Pudumong,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ipeleng Clinic,North West,Dr Ruth Segomotsi Mompati,Ipeleng,Ipeleng,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Klerksdorp Clinic,North West,Dr Kenneth Kaunda,Klerksdorp,CBD,018 406 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Jouberton Clinic,North West,Dr Kenneth Kaunda,Klerksdorp,Jouberton,018 406 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Alabama Clinic,North West,Dr Kenneth Kaunda,Klerksdorp,Alabama,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Potchefstroom Clinic,North West,Dr Kenneth Kaunda,Potchefstroom,CBD,018 293 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ikageng Clinic,North West,Dr Kenneth Kaunda,Potchefstroom,Ikageng,018 293 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Promosa Clinic,North West,Dr Kenneth Kaunda,Potchefstroom,Promosa,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Orkney Clinic,North West,Dr Kenneth Kaunda,Orkney,CBD,018 473 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Stilfontein Clinic,North West,Dr Kenneth Kaunda,Stilfontein,CBD,018 484 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ventersdorp Clinic,North West,Dr Kenneth Kaunda,Ventersdorp,Ventersdorp,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Fochville Clinic,North West,Dr Kenneth Kaunda,Fochville,Fochville,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Carletonville Clinic,North West,Dr Kenneth Kaunda,Carletonville,Carletonville,018 787 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kenhardt CHC,Northern Cape,ZF Mgcawu,Kenhardt,Kenhardt,054 331 2672,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Upington Clinic,Northern Cape,ZF Mgcawu,Upington,CBD,054 337 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Paballelo Clinic,Northern Cape,ZF Mgcawu,Upington,Paballelo,054 337 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Rosedale Clinic,Northern Cape,ZF Mgcawu,Upington,Rosedale,041 506 1114,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kakamas Clinic,Northern Cape,ZF Mgcawu,Kakamas,Kakamas,054 431 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Keimoes Clinic,Northern Cape,ZF Mgcawu,Keimoes,Keimoes,054 461 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Groblershoop Clinic,Northern Cape,ZF Mgcawu,Groblershoop,Groblershoop,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Postmasburg Clinic,Northern Cape,ZF Mgcawu,Postmasburg,Postmasburg,053 313 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Olifantshoek Clinic,Northern Cape,ZF Mgcawu,Olifantshoek,Olifantshoek,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kathu Clinic,Northern Cape,John Taolo Gaetsewe,Kathu,Kathu,053 723 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kuruman Clinic,Northern Cape,John Taolo Gaetsewe,Kuruman,CBD,053 712 2000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Mothibistad Clinic,Northern Cape,John Taolo Gaetsewe,Mothibistad,Mothibistad,053 712 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Deben Clinic,Northern Cape,John Taolo Gaetsewe,Deben,Deben,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Deorham Clinic,Northern Cape,John Taolo Gaetsewe,Deorham,Deorham,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Blackrock Clinic,Northern Cape,John Taolo Gaetsewe,Blackrock,Blackrock,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Kimberley CHC,Northern Cape,Frances Baard,Kimberley,CBD,053 830 2000,available,CHC,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Galeshewe Clinic,Northern Cape,Frances Baard,Kimberley,Galeshewe,053 830 3000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Betty Gaetsewe Clinic,Northern Cape,Frances Baard,Kimberley,Galeshewe,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Florianville Clinic,Northern Cape,Frances Baard,Kimberley,Florianville,053 830 4000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Greenpoint Clinic,Northern Cape,Frances Baard,Kimberley,Greenpoint,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Pholong Clinic,Northern Cape,Frances Baard,Pholong,Pholong,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Ritchie Clinic,Northern Cape,Frances Baard,Ritchie,Ritchie,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Barkly West Clinic,Northern Cape,Frances Baard,Barkly West,CBD,053 531 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Warrenton Clinic,Northern Cape,Frances Baard,Warrenton,Warrenton,053 497 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Jan Kempdorp Clinic,Northern Cape,Frances Baard,Jan Kempdorp,Jan Kempdorp,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hartswater Clinic,Northern Cape,Frances Baard,Hartswater,Hartswater,053 474 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Pampierstad Clinic,Northern Cape,Frances Baard,Pampierstad,Pampierstad,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Delportshoop Clinic,Northern Cape,Frances Baard,Delportshoop,Delportshoop,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Windsorton Clinic,Northern Cape,Frances Baard,Windsorton,Windsorton,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
De Aar Clinic,Northern Cape,Pixley ka Seme,De Aar,CBD,053 631 3130,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Colesberg Clinic,Northern Cape,Pixley ka Seme,Colesberg,Colesberg,051 753 0061,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Hanover Clinic,Northern Cape,Pixley ka Seme,Hanover,Hanover,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Richmond Clinic,Northern Cape,Pixley ka Seme,Richmond,Richmond,033 212 2411,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Victoria West Clinic,Northern Cape,Pixley ka Seme,Victoria West,Victoria West,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Britstown Clinic,Northern Cape,Pixley ka Seme,Britstown,Britstown,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Prieska Clinic,Northern Cape,Pixley ka Seme,Prieska,Prieska,053 353 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Marydale Clinic,Northern Cape,Pixley ka Seme,Marydale,Marydale,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Nieuwoudtville Clinic,Northern Cape,Namakwa,Nieuwoudtville,Nieuwoudtville,,to_verify,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
Calvinia Clinic,Northern Cape,Namakwa,Calvinia,CBD,027 341 1000,available,Clinic,"Primary Healthcare, Chronic Medication, Maternal & Child Health, Family Planning, HIV Testing & Treatment, TB Treatment, Immunisations, Minor Ailments",,,pending
